parents,has_nurs,form,children,housing,finance,social,health,employ,struct_finan,soc_health,class
usual,critical,complete,more,critical,convenient,slightly_prob,priority,usual-critical,complete-more-critical-convenient,slightly_prob-priority,spec_prior
usual,critical,complete,more,critical,convenient,slightly_prob,not_recom,usual-critical,complete-more-critical-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,convenient,problematic,recommended,usual-critical,complete-more-critical-convenient,problematic-recommended,spec_prior
usual,critical,complete,more,critical,convenient,problematic,priority,usual-critical,complete-more-critical-convenient,problematic-priority,spec_prior
usual,critical,complete,more,critical,convenient,problematic,not_recom,usual-critical,complete-more-critical-convenient,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,spec_prior
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,spec_prior
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,spec_prior
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,priority
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,priority
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,priority
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,priority
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,priority
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,priority
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,priority
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,priority
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,priority
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,priority
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,priority
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,priority
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,priority
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,priority
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,priority
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,priority
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,spec_prior
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,spec_prior
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,spec_prior
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,spec_prior
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,spec_prior
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,spec_prior
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,priority
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,priority
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,priority
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,priority
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
usual,critical,complete,more,critical,inconv,nonprob,priority,usual-critical,complete-more-critical-inconv,nonprob-priority,priority
usual,critical,complete,more,critical,inconv,nonprob,not_recom,usual-critical,complete-more-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,slightly_prob,recommended,usual-critical,complete-more-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,critical,inconv,slightly_prob,priority,usual-critical,complete-more-critical-inconv,slightly_prob-priority,priority
usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,usual-critical,complete-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,critical,inconv,problematic,recommended,usual-critical,complete-more-critical-inconv,problematic-recommended,priority
usual,critical,complete,more,critical,inconv,problematic,priority,usual-critical,complete-more-critical-inconv,problematic-priority,priority
usual,critical,complete,more,critical,inconv,problematic,not_recom,usual-critical,complete-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,inconv,nonprob,recommended,usual-critical,complete-more-critical-inconv,nonprob-recommended,priority
